,town,number_of_schools,lon,lat
2505,"SD,Ellsworth Air Force Base",1,-103.079296,44.140361999999996
2506,"OR,Hillsboro",1,-123.00168799999999,45.520534000000005
2507,"CA,Duarte",1,-117.97279099999999,34.129048
2508,"CA,Paso Robles",1,-120.672526,35.648459
2509,"FL,Plantation",1,-80.203691,26.122056
2510,"MO,Houston",1,-91.964963,37.300967
2511,"NJ,HASKELL",1,-74.297239,41.029337
2512,"OH,Mentor",1,-81.324318,41.672002
2513,"PA,Springville",1,-75.9558,41.7386
2514,"MA,Needham",1,-71.263378,42.293527000000005
2515,"WV,Bridgeport",1,-80.271826,39.284512
2516,"AK,Soldotna",1,-151.136005,60.490458999999994
2517,"KS,Lenexa",2,-94.748391,38.94029
2518,"VA,FALLS CHURCH",1,-77.216062,38.906944
2519,"AZ,Sells",1,-111.71544499999999,31.989869
2520,"CA,Santa Fe Springs",4,-118.05629375,33.916683250000006
2521,"FL,Margate",2,-80.2015965,26.2571535
2522,"TN,Franklin",2,-86.854272,35.944425499999994
2523,"PA,Sunbury",1,-76.765478,40.855276
2524,"WA,Redmond",1,-122.150603,47.68871
2525,"CA,W. Covina",1,-117.89763,34.073415999999995
2526,"RI,Cranston",3,-71.47010866666666,41.75774166666667
2527,"GA,Norcross",2,-84.181423,33.92454550000001
2528,"PA,Springfield",2,-75.35092749999998,39.937439499999996
2529,"PA,Warrendale",1,-80.091409,40.656166999999996
2530,"MN,Plymouth",2,-93.5057615,45.0141465
2531,"CA,Folsom",1,-121.127486,38.661372
2532,"SC,Camden",1,-80.609117,34.271931
2533,"CA,Whitter",1,-118.00383500000001,33.948521
2534,"CA,South Gate",2,-118.19135800000001,33.940767
2535,"FL,West  Palm Beach",1,-80.111689,26.710119
2536,"TN,Lawrenceburg",1,-87.335851,35.239905
2537,"NC,Gastonia",1,-81.178335,35.255515
2538,"PR,Naguabo",1,-65.734436,18.212383
2539,"AZ,Casa Grande",2,-111.68909350000001,32.877743499999994
2540,"FL,Oviedo",1,-81.234215,28.663679
2541,"PR,Aguada",2,-67.182142,18.366857500000002
2542,"MA,Ipswich",1,-70.849391,42.688621999999995
2543,"MA,Westborough",1,-71.63568599999999,42.285984
2544,"MA,Plymouth",1,-70.704453,41.958481
2545,"FL,Port Saint Lucie",1,-80.303751,27.3016
2546,"ID,Burley",1,-113.79278799999999,42.546938
2547,"VA,Sterling",1,-77.437576,38.979728
2548,"CT,Shelton",1,-73.132014,41.271974
2549,"FL,Ave Maria",1,-81.43894499999999,26.335983000000002
2550,"IL,Alton",1,-90.175979,38.927494
2551,"CA,Yuba City",2,-121.6426745,39.1358925
2552,"FL,Spring Hill",1,-82.595376,28.452699
2553,"VA,Culpeper",1,-77.994727,38.471182
2554,"WV,New Cumberland",1,-80.620719,40.532759999999996
2555,"MD,Capitol Heights",1,-76.942465,38.863479999999996
2556,"MO,Overland",1,-90.361172,38.685459
2557,"FL,Sweetwater",1,-80.37011700000001,25.767091
2558,"NY,Monroe",3,-74.160919,41.334113333333335
2559,"FL,Ormond Beach",1,-81.080155,29.270088
2560,"MS,Horn Lake",1,-89.999195,34.956265
2561,"UT,Draper",1,-111.89279199999999,40.527932
2562,"UT,Layton",2,-111.98876200000001,41.081646500000005
2563,"TX,Jasper",1,-94.004879,30.908648
2564,"WV,Beaver",1,-81.136085,37.76767
2565,"CA,Canoga Park",1,-118.601794,34.197565999999995
2566,"CA,Temple City",1,-118.04358,34.091838
2567,"CA,Lakewood",1,-118.143809,33.860528
2568,"CA,Sunnyvale",1,-121.99701100000001,37.3864
2569,"CA,Vacaville",2,-121.953147,38.3742995
2570,"GA,Evans",1,-82.135503,33.529159
2571,"CA,El Dorado Hills",1,-121.05568400000001,38.620464
2572,"MI,Norton Shores",1,-86.266315,43.190304
2573,"PR,San Lorenzo",1,-65.96175699999999,18.188810999999998
2574,"UT,Lehi",1,-111.886031,40.419940999999994
2575,"VA,Great Falls",1,-77.296823,38.974295
2576,"NJ,Belleville",1,-74.152439,40.789635
2577,"CA,Lemoore",1,-119.823866,36.292431
2578,"IL,Mokena",1,-87.82729300000001,41.550865
2579,"PR,Coamo",1,-66.358512,18.080656
2580,"NJ,Linwood",1,-74.580524,39.348058
2581,"FL,Palm Beach Gardens",1,-80.096271,26.839209999999998
2582,"NC,Cary",2,-78.7416655,35.749729
2583,"NY,Whitestone",1,-73.82885,40.784113
2584,"WV,Charles Town",2,-77.860221,39.287728
2585,"CA,Beaumont",1,-116.96472800000001,33.951365
2586,"CA,La Quinta",2,-116.2832975,33.7100735
2587,"CA,West Hills",1,-118.60673100000001,34.221839
2588,"CT,Wallingford",1,-72.806335,41.490402
2589,"DE,Dagsboro",1,-75.256051,38.541187
2590,"FL,Lake Park",1,-80.074979,26.803621000000003
2591,"FL,Belleview",1,-82.06241800000001,29.039971
2592,"IN,Merrillville",3,-87.34051866666668,41.46924166666667
2593,"OH,Dublin",2,-83.125427,40.089636999999996
2594,"TX,Silsbee",1,-94.169885,30.341896000000002
2595,"VA,Oakwood",1,-82.00619499999999,37.211628999999995
2596,"MI,Sterling Heights",2,-83.0359005,42.571839000000004
2597,"CA,Sherman Oaks",1,-118.46736899999999,34.155811
2598,"VA,McLean",1,-77.222536,38.916957000000004
2599,"FL,North Miami Beach",3,-80.15060233333334,25.927170333333333
2600,"AL,Decatur",2,-86.98549,34.601646
2601,"OH,Strongsville",1,-81.826226,41.312521999999994
2602,"NH,Hooksett",1,-71.44412,43.054992
2603,"AL,Orange Beach",1,-87.653162,30.329288000000002
2604,"CA,Paramount",1,-118.14964499999999,33.889719
2605,"DE,Bear",1,-75.666786,39.628778999999994
2606,"FL,Miami Springs",1,-80.26700699999999,25.810667000000002
2607,"IA,Anamosa",1,-91.356196,42.103958
2608,"MA,West Springfield",1,-72.63027199999999,42.146311
2609,"MS,Corinth",1,-88.520546,34.934036
2610,"NJ,Elizabeth",1,-74.213255,40.682465
2611,"OH,West Chester",1,-84.361091,39.35541
2612,"TN,Lexington",1,-88.409149,35.657876
2613,"WA,Kennewick",1,-119.11814199999999,46.206992
2614,"PR,Bayamgn",1,-66.155406,18.398651
2615,"WI,Wauwatosa",1,-88.050983,43.043215000000004
2616,"WI,Mount Pleasant",2,-87.86509850000002,42.717991500000004
2617,"TX,Webster",2,-95.125,29.5265015
2618,"VA,Purcellville",1,-77.690939,39.138687
2619,"MI,New Baltimore",1,-82.751334,42.677429
2620,"NC,Morrisville",1,-78.822452,35.86546
2621,"NC,Huntersville",1,-80.857821,35.40064
2622,"NJ,Willingboro",1,-74.88946700000001,40.05267
2623,"NJ,Piscataway",2,-74.4561125,40.557823
2624,"OH,Chesterland",1,-81.331711,41.523821000000005
2625,"IL,Addison",1,-88.038558,41.949727
2626,"GA,Roswell",2,-84.3309675,34.041987
2627,"AL,Hoover",2,-86.804782,33.379601
2628,"CA,Cathedral City",1,-116.458827,33.790822
2629,"CA,San Fernando",1,-118.44422800000001,34.285043
2630,"CO,Louisville",1,-105.139444,39.987288
2631,"FL,Delray Beach",2,-80.12141650000001,26.449664499999997
2632,"FL,Bonita Springs",1,-81.780821,26.330412
2633,"IL,Glendale Heights",1,-88.065213,41.90467
2634,"MI,Spring Lake",1,-86.198004,43.075897999999995
2635,"MO,Wentzville",2,-90.830252,38.808034
2636,"NJ,Union City",1,-74.02609100000001,40.77578
2637,"NY,Ballston Spa",1,-73.846603,43.047475
2638,"CA,Woodland",1,-121.73533,38.660392
2639,"CT,Seymour",1,-73.061063,41.397798
2640,"FL,Greenacres",1,-80.134959,26.620478000000002
2641,"CA,Panorama City",1,-118.446211,34.22245
2642,"IL,Libertyville",1,-87.942702,42.28167
2643,"TX,San Benito",1,-97.652989,26.156604
2644,"VA,Vienna",4,-77.2388435,38.9210475
2645,"VT,South Burlington",1,-73.139437,44.45588
2646,"OH,Twinsburg",1,-81.463033,41.330927
2647,"FL,Lauderhill",2,-80.2280285,26.165903999999998
2648,"MN,Spring Lake Park",1,-93.26236999999999,45.117185
2649,"CA,Fontana",1,-117.437904,34.099087
2650,"WV,Scott Depot",1,-81.928375,38.454703
2651,"FL,Homestead",2,-80.454925,25.4812565
2652,"FL,Cutler Bay",2,-80.36027999999999,25.588060499999997
2653,"IL,New Lenox",1,-87.927816,41.509958000000005
2654,"CA,ARTESIA",1,-118.08074099999999,33.875772
2655,"CT,Guilford",1,-72.700147,41.295441
2656,"CT,Wethersfield",1,-72.66178199999999,41.707932
2657,"FL,DeFuniak Springs",1,-86.128061,30.732090000000003
2658,"FL,Immokalee",1,-81.425148,26.426526000000003
2659,"FL,Casselberry",2,-81.3278535,28.656828000000004
2660,"FL,The Villages",1,-82.028094,28.929944
2661,"ID,TWIN FALLS",1,-114.46953300000001,42.555761
2662,"IL,Hoffman Estates",1,-88.2109,42.075628
2663,"LA,Gretna",1,-90.029931,29.902428000000004
2664,"MA,Upton",1,-71.61624300000001,42.16382
2665,"MA,Charlton",1,-71.957564,42.133623
2666,"MN,St Louis Park",1,-93.347429,44.939769
2667,"MN,Worthington",1,-95.602503,43.631842
2668,"MO,St Joseph",1,-94.819797,39.779095
2669,"NJ,East Orange",2,-74.22160350000001,40.763351
2670,"NY,Tonawanda",1,-78.824364,42.981584000000005
2671,"PA,Somerset",1,-79.029641,40.00475
2672,"PA,Bedford",1,-78.518684,40.082353000000005
2673,"SC,Mullins",1,-79.34015699999999,34.186433
2674,"TN,Manchester",1,-86.093863,35.488524
2675,"TX,Haltom city",1,-97.265311,32.826045
2676,"TX,Lewisville",1,-96.964907,33.005024
2677,"WA,Port Hadlock",1,-122.75258799999999,48.03413
2678,"WI,Onalaska",1,-91.19731999999999,43.87382
2679,"MI,Pontiac",1,-83.32463100000001,42.643595
2680,"TN,Brentwood",1,-86.814676,35.967868
2681,"IN,Speedway",1,-86.261512,39.80055
2682,"GA,Douglasville",1,-84.731611,33.73491
2683,"TX,Cedar Hill",1,-96.94474100000001,32.59543
2684,"TX,Stafford",3,-95.586156,29.639774000000003
2685,"AZ,Fort Mohave",1,-114.600955,35.021355
2686,"UT,Payson",1,-111.733488,40.034634000000004
2687,"WI,Pawaukee",1,-88.257785,43.044227
2688,"MI,Davison",1,-83.516551,43.021829
2689,"IN,Granger",1,-86.174277,41.717835
2690,"CA,Moreno Valley",1,-117.20271000000001,33.887440000000005
2691,"CA,Norco",1,-117.57021200000001,33.917387
2692,"NY,Mt. Kisco",1,-73.718373,41.21715
2693,"PA,Upper Darby",1,-75.259226,39.960924
2694,"NJ,Wall",1,-74.096838,40.150539
2695,"PR,Manatt",1,-66.493841,18.429025
2696,"ID,Blackfoot",1,-112.346975,43.193422
2697,"FL,Hialeah Gardens",1,-80.323571,25.86289
2698,"AR,Sherwood",1,-92.20198,34.858160999999996
2699,"MO,St. Charles",1,-90.538719,38.788891
2700,"NC,Sugar Grove",1,-81.785303,36.263233
2701,"FL,Palm Coast",1,-81.211337,29.476290000000002
2702,"UT,American Fork",1,-111.78128999999998,40.371763
2703,"MI,Baraga",1,-88.507761,46.782534999999996
2704,"MI,L'Anse",1,-88.447052,46.764477
2705,"HI,Kailua Kona",1,-156.041847,19.729107
2706,"VA,Falls Church",2,-77.185192,38.8908425
2707,"MO,Washing",1,-91.013977,38.551722999999996
2708,"MO,Saint Ann",1,-90.38014100000001,38.72876
2709,"CA,Yucca Valley",1,-116.43553100000001,34.121188000000004
2710,"CA,Penngrove",1,-122.666954,38.289155
2711,"WI,Waupun",1,-88.736198,43.632847999999996
2712,"CA,Reseda",2,-118.5403365,34.200826000000006
2713,"FL,Doral",4,-80.31473700000001,25.79914425
2714,"UT,St. George",2,-113.545732,37.098513999999994
2715,"ME,Scarborough",1,-70.314892,43.608171
2716,"OH,Norwalk",1,-82.60795,41.233614
2717,"IL,Waukegan",1,-87.870502,42.370787
2718,"WA,Spokane Valley",2,-117.2345845,47.6580115
2719,"IL,Shorewood",1,-88.203774,41.540252
2720,"AZ,Surprise",1,-112.368233,33.628923
2721,"NY,Mattydale",1,-76.147295,43.105938
2722,"MI,Novi",1,-83.457358,42.495506
2723,"OR,Springfield",1,-123.046328,44.078014
2724,"OR,Tualatin",1,-122.762464,45.382946000000004
2725,"CA,Soledad",1,-121.316599,36.414559999999994
2726,"IA,West Des Moines",1,-93.802586,41.562675
2727,"CA,Campbell",1,-121.961476,37.293627
2728,"NY,white plains",1,-73.781183,41.035422
2729,"WI,Baraboo",1,-89.780047,43.5762
2730,"NJ,Turnersville",2,-75.04497800000001,39.7552155
2731,"NJ,Pine Brook",1,-74.358331,40.868977
2732,"CA,Beverly Hills",1,-118.375621,34.06463
2733,"TX,La Joya",1,-98.468021,26.24605
2734,"UT,Tooele",1,-112.32571399999999,40.527752
2735,"CO,Arvada",1,-105.07593100000001,39.790459999999996
2736,"OH,Lewis Center",1,-83.019476,40.157528000000006
2737,"IL,Elmwood Park",1,-87.81872800000001,41.937678000000005
2738,"UT,Midvale",1,-111.891446,40.621415
2739,"NY,Spring Valley",1,-74.028425,41.13905
2740,"MA,Lunenburg",1,-71.769406,42.587705
2741,"CA,South El Monte",1,-118.04671100000002,34.062971000000005
2742,"CA,South San Francisco",1,-122.455603,37.656420000000004
2743,"CO,Parker",3,-104.792199,39.543765
2744,"NY,Latham",1,-73.794947,42.76194
2745,"ID,Jerome",1,-114.519826,42.723871
2746,"UT,South Jordan",1,-111.912821,40.55681
2747,"NJ,Northfield",1,-74.554569,39.383782000000004
2748,"RI,East Providence",1,-71.384761,41.818659999999994
2749,"VA,Centreville",1,-77.434496,38.838042
2750,"NJ,Ocean",1,-74.046322,40.263785999999996
2751,"OH,Warrensville Heights",1,-81.496974,41.431412
2752,"PA,North East",1,-79.83574499999999,42.219677000000004
2753,"MD,Glen Burnie",1,-76.616551,39.203264000000004
2754,"IA,Kalona",1,-91.705724,41.459134999999996
2755,"OH,Ontario",2,-82.58478450000001,40.772940999999996
2756,"MI,Ionia",1,-85.07224000000001,42.941371000000004
2757,"UT,Ivins",1,-113.673759,37.169078000000006
2758,"TX,Cedar Park",1,-97.846121,30.50915
2759,"AR,Ft Smith",1,-94.37033100000001,35.359477000000005
2760,"PA,Leesport",1,-76.00080799999999,40.388341
2761,"WV,Franklin",1,-79.405423,38.709070000000004
2762,"MO,Carthage",1,-94.30086999999999,37.173927
2763,"IL,Oak Brook",1,-87.984611,41.84402
2764,"UT,Taylorsville",1,-111.94045200000001,40.652683
2765,"WI,Union Grove",1,-88.062268,42.680369
2766,"GA,Tucker",1,-84.238614,33.839432
2767,"CA,Indio",1,-117.294699,33.91733
2768,"MD,Hunt Valley",1,-76.656295,39.487379
2769,"NY,Islandia",2,-73.182439,40.801612
2770,"TX,Conroe",1,-95.472493,30.205731
2771,"NJ,Perth Amboy",1,-74.269901,40.51034
2772,"UT,Heber City",1,-111.41384599999999,40.505437
2773,"CA,Danville",1,-121.995828,37.818164
2774,"MO,Webb City",1,-94.473433,37.140007000000004
2775,"OH,Powell",1,-83.089701,40.144669
2776,"IL,Vernon Hills",1,-87.958698,42.241766999999996
2777,"IL,Stone Park",1,-87.871263,41.907282
2778,"KY,Erlanger",1,-84.615734,39.030899
2779,"MD,FREDERICK",1,-77.394941,39.441953000000005
2780,"IL,Calumet City",2,-87.53466,41.6186315
2781,"IN,Greendale",1,-84.82616999999999,39.145234
2782,"NJ,North Brunswick",2,-74.4387415,40.46598
2783,"PA,Ft. Washington",1,-75.18360899999999,40.135214000000005
2784,"GA,Dahlonega",1,-83.985694,34.530219
2785,"GA,Douglas",1,-82.855231,31.495903000000002
2786,"GA,Warner Robins",2,-83.638965,32.5853575
2787,"AZ,Prescott Valley",2,-112.343321,34.59789
2788,"NY,Copiague",1,-73.404943,40.680471000000004
2789,"TX,Greenville",1,-96.107802,33.119725
2790,"OH,Huber Heights",1,-84.14076,39.845490000000005
2791,"VA,Newport  News",1,-76.457022,37.08367
2792,"TN,memphis",1,-90.036149,35.165189
2793,"WI,Shorewood",1,-87.887741,43.100013
2794,"IL,Waterloo",1,-90.146194,38.335231
2795,"OH,Mayfield Hts",1,-81.450649,41.5161
2796,"CA,Selma",1,-119.611752,36.570318
2797,"NC,Mebane",1,-79.276539,36.098405
2798,"CT,Newtown",1,-73.290525,41.392938
2799,"CA,Covina",1,-117.887096,34.104391
2800,"CO,Lone Tree",1,-104.873171,39.55155
2801,"TN,Cordova",1,-89.796683,35.129851
2802,"VA,Reston",1,-77.336748,38.949678999999996
2803,"WV,South  Charleston",1,-81.6983,38.353846000000004
2804,"NY,Cheektowaga",1,-78.75511800000001,42.908206
2805,"GA,Zebulon",1,-84.34237900000001,33.095126
2806,"GA,Martinez",1,-82.08560200000001,33.510478000000006
2807,"GA,Fairburn",1,-84.573301,33.572047
2808,"GA,Madison",1,-83.469406,33.594638
2809,"GA,Fayetteville",1,-84.51156800000001,33.45653
2810,"GA,Dublin",1,-82.904143,32.538593
2811,"GA,Eastman",1,-83.180677,32.191443
2812,"GA,Winder",1,-83.716756,33.993796
2813,"PA,Mars",1,-80.033069,40.695116
2814,"CA,Hemet",1,-117.010783,33.745675
2815,"GA,Waycross",1,-82.3821,31.212781
2816,"FL,greenacres",1,-80.143681,26.64951
2817,"NY,Elmsford",1,-73.82355600000001,41.057111
2818,"TX,League City",1,-95.08835400000001,29.443105
2819,"TX,Addison",1,-96.841676,32.954908
2820,"NY,Manhasset",1,-73.70225699999999,40.775582
2821,"PA,Norristown",2,-75.3330625,40.1123815
2822,"FL,Vero Beach",1,-80.413849,27.678048999999998
2823,"WV,Delbarton",1,-82.17697199999999,37.677015999999995
2824,"OH,Canal Winchester",1,-82.829696,39.891571
2825,"MI,Dearborn Heights",1,-83.293187,42.325986
2826,"TN,New Tazewell",1,-83.586525,36.444823
2827,"WI,Elkhorn",1,-88.59108499999999,42.767178
2828,"CA,Freemont",1,-121.92135,37.468594
2829,"NY,Riverhead",1,-72.67189499999999,40.927928
2830,"NY,Oakdale",1,-73.109752,40.745531
2831,"TN,Milligan College",1,-82.29406999999999,36.300146999999996
2832,"MI,Mt. Pleasant",1,-84.75109499999999,43.61137
2833,"GA,Oxford",1,-83.87114100000001,33.6191
2834,"OH,Cuyahoga Falls",1,-81.470433,41.143856
2835,"FL,Lauderdale Lakes",1,-80.205267,26.16574
2836,"MS,Southaven",1,-89.988876,34.976181
2837,"SC,Piedmont",1,-82.461311,34.770720000000004
2838,"AL,Midfield",1,-86.90893299999999,33.463987
2839,"NJ,East Brunswick",1,-74.392845,40.438155
2840,"MO,Marshfield",1,-92.88573000000001,37.335219
2841,"AZ,Somerton",1,-114.71155800000001,32.596919
2842,"TN,Hendersonville",1,-86.60170600000001,36.304927
2843,"IL,Matteson",1,-87.731726,41.505272
2844,"IL,Rollng Meadows",1,-88.004207,42.052481
2845,"TX,Clute",1,-95.400805,29.026275
2846,"MO,Lebanon",1,-92.667311,37.70169
2847,"TX,Mission",1,-98.31205,26.213855
2848,"NY,Lima",1,-77.615151,42.909692
2849,"WA,Airway Heights",1,-117.58908000000001,47.643215000000005
2850,"IL,Richton Park",1,-87.70568100000001,41.485005
2851,"CA,Roseville",2,-121.291304,38.722612999999996
2852,"OR,Cannon Beach",1,-123.959303,45.899609999999996
2853,"TX,Universal City",1,-98.323246,29.545802000000002
2854,"MD,Jessup",1,-76.785931,39.169470000000004
2855,"OK,Broken Bow",1,-94.738026,34.027834000000006
2856,"FL,Leisure City",1,-80.437371,25.50406
2857,"AL,Jackson",1,-87.89338599999999,31.509970000000003
2858,"SC,Goose Creek",1,-80.065725,33.035472
2859,"FL,Parkland",1,-80.203872,26.321755
2860,"UT,West Valley City",1,-111.938189,40.692128000000004
2861,"OH,Columbia Station",1,-81.96805,41.314265
2862,"FL,Quincy",1,-84.578905,30.577656
2863,"GA,Cumming",1,-84.143912,34.186371
2864,"NJ,South Hackensack",1,-74.04968000000001,40.857008
2865,"TN,Old Hickory",1,-86.571436,36.219691
2866,"NJ,Succasunna",1,-74.64471800000001,40.86887
2867,"LA,New Iberia",1,-91.82901700000001,29.993445
2868,"AZ,Peoria",1,-112.22093400000001,33.634726
2869,"TN,Goodlettsville",1,-86.700979,36.299535999999996
2870,"NY,New Windsor",1,-74.046291,41.456984000000006
2871,"TX,Frisco",1,-96.80413100000001,33.157309999999995
2872,"AR,Wynne",1,-90.785831,35.232221
2873,"ME,Rockport",1,-69.07650799999999,44.193709000000005
2874,"IN,Hammond",2,-87.49797650000001,41.5978525
2875,"NJ,Somerset",1,-74.544122,40.55089
2876,"NJ,Eatontown",1,-74.04969399999999,40.279075
2877,"TX,Portland",1,-97.31959300000001,27.878923999999998
2878,"DE,Woodside",1,-75.54594200000001,39.07213
2879,"IN,Westfield",1,-86.126025,40.038757000000004
2880,"PA,Sinking Spring",1,-76.008411,40.319453
2881,"AL,Bessemer",1,-86.95313399999999,33.399873
2882,"NJ,Keyport",1,-74.224235,40.442213
2883,"FL,Sebring",1,-81.503571,27.535842
2884,"NJ,Howell",1,-74.23208299999999,40.112501
2885,"FL,Brooksville",1,-82.46341899999999,28.488302
2886,"CA,Petaluma",1,-122.640029,38.230878000000004
2887,"MN,Red Lake",1,-95.009828,47.880085
2888,"FL,Holly Hill",1,-81.046805,29.254565000000003
2889,"CA,Antioch",1,-121.801607,37.976815
2890,"OH,Bellaire",1,-80.744005,40.014519
2891,"OH,COLUMBUS",1,-83.073637,40.054576000000004
2892,"IL,Glenview",1,-87.824591,42.104655
2893,"AR,little rock",1,-92.32190200000001,34.724618
2894,"CA,Vista",1,-117.24025300000001,33.187334
2895,"ID,Coeur D'Alene",1,-116.793653,47.705940000000005
2896,"PR,Villalba",1,-66.505648,18.109810999999997
2897,"LA,Jefferson",1,-90.15265500000001,29.962307
2898,"TN,Bartlett",1,-89.795642,35.206685
2899,"NM,Rio Rancho",1,-106.677601,35.241061
2900,"VA,Bristol",1,-82.192413,36.605278999999996
2901,"PA,Liverpool",1,-76.99034300000001,40.551071
2902,"NY,Greenfield Park",1,-74.501698,41.732960999999996
2903,"KY,Paintsville",1,-82.806325,37.814789000000005
2904,"MD,Bethesda",1,-77.09705500000001,38.991537
2905,"ID,Meridian",1,-116.376042,43.594515
2906,"UT,South Ogden",1,-111.93946000000001,41.161895
2907,"PA,Irwin",1,-79.69073399999999,40.321221
2908,"PR,Lares",1,-66.877248,18.294782
